id;first_name;middle_name;last_name;full_name;role;era;bio;voice_id;voice_provider;voice_settings;tags;image_url;metadata;created_at;updated_at;character_type
56ac9b42-6b5b-4491-8212-3d054f468da0;Samuel;James;Carter;Samuel James Carter;Cattle Rancher;1880s;A successful and ambitious cattle rancher who is building a sprawling empire across the Montana territory through hard work, shrewd business deals, and an iron will. His determination to succeed in the harsh frontier environment has made him wealthy but also created tensions with neighboring ranchers and native peoples.;;elevenlabs;{};[];https://pvlqwxkgovjwqhpqnssl.supabase.co/storage/v1/object/public/actor-images/portraits/56ac9b42-6b5b-4491-8212-3d054f468da0-1764647598966.png;{};2025-12-02 03:47:52.208018+00;2025-12-02 05:55:04.881286+00;professional
e874d155-1ada-46c4-b320-7e34b0bab3ee;Elizabeth;Anne;Thornton;Elizabeth Anne Thornton;Schoolteacher;1880s;An educated and cultured woman from the East who brought the gift of learning to rough frontier towns, teaching reading, writing, and arithmetic to children who might otherwise grow up illiterate. Her dedication to education and refinement brings a touch of civilization to the wild territories.;;elevenlabs;{};[];https://pvlqwxkgovjwqhpqnssl.supabase.co/storage/v1/object/public/actor-images/portraits/e874d155-1ada-46c4-b320-7e34b0bab3ee-1764647611047.png;{};2025-12-02 03:47:52.208018+00;2025-12-02 05:55:04.881286+00;professional
5680f514-6f3f-4c79-bcea-ec63a28b3064;Margaret;Rose;Sullivan;Margaret Rose Sullivan;Saloon Owner;1880s;A sharp and capable businesswoman who runs the most successful saloon in town with a combination of charm, wit, and steely determination. Behind her warm smile lies a keen business mind that has built her establishment into the social center of the frontier community.;;elevenlabs;{};[];;{};2025-12-02 03:47:52.208018+00;2025-12-02 05:55:04.881286+00;professional
1fbd625d-6095-4aef-bec2-71f78678266a;Thomas;Edward;Bennett;Thomas Edward Bennett;U.S. Marshal;1880s;A dedicated lawman tasked with maintaining order in the lawless territories where federal authority is often the only thing standing between civilization and chaos. His courage, fast draw, and unwavering sense of justice have made him both respected and feared across the frontier.;;elevenlabs;{};[];;{};2025-12-02 03:47:52.208018+00;2025-12-02 05:55:04.881286+00;professional
2a4bdb5f-53a3-4210-a385-07b3666c28f1;Mary;Katherine;Wilson;Mary Katherine Wilson;Telegraph Operator;1880s;A vital communications link who connects isolated frontier communities to the wider world through the telegraph wire. Her quick fingers and sharp mind keep messages flowing, bringing news of births, deaths, business deals, and impending danger to those who depend on her service.;;elevenlabs;{};[];https://pvlqwxkgovjwqhpqnssl.supabase.co/storage/v1/object/public/actor-images/portraits/2a4bdb5f-53a3-4210-a385-07b3666c28f1-1764647372337.png;{};2025-12-02 03:48:07.341595+00;2025-12-02 05:55:04.881286+00;professional
21db4048-f858-4715-90e8-778660e1265b;Charles;Patrick;O'Brien;Charles Patrick O'Brien;Gold Prospector;1870s;An Irish immigrant and tireless miner who left the old country seeking fortune in the goldfields of the American West. Years of backbreaking work in mountain streams and deep mines have yet to yield the mother lode, but hope and determination keep him searching.;;elevenlabs;{};[];https://pvlqwxkgovjwqhpqnssl.supabase.co/storage/v1/object/public/actor-images/portraits/21db4048-f858-4715-90e8-778660e1265b-1764647342076.png;{};2025-12-02 03:48:07.341595+00;2025-12-02 05:55:04.881286+00;professional
2e8bf1b0-6a18-40a6-9986-12263d594019;Daniel;Joseph;Murphy;Daniel Joseph Murphy;Blacksmith;1870s;A powerfully built smith whose forge is the beating heart of the frontier town, providing horseshoes, tools, wagon repairs, and countless other essential metal goods. His strength and skill with hammer and anvil make him indispensable to the community he serves.;;elevenlabs;{};[];https://pvlqwxkgovjwqhpqnssl.supabase.co/storage/v1/object/public/actor-images/portraits/2e8bf1b0-6a18-40a6-9986-12263d594019-1764647343240.png;{};2025-12-02 03:48:07.341595+00;2025-12-02 05:55:04.881286+00;professional
d81fb53c-6487-40a5-8d9a-00c52eaba084;Sarah;Louise;Crawford;Sarah Louise Crawford;Newspaper Editor;1880s;A brave and principled journalist who documents the raw truth of frontier life through her newspaper, despite threats from those who would prefer certain stories remain untold. Her words bring literacy, information, and accountability to the growing communities of the West.;;elevenlabs;{};[];https://pvlqwxkgovjwqhpqnssl.supabase.co/storage/v1/object/public/actor-images/portraits/d81fb53c-6487-40a5-8d9a-00c52eaba084-1764647345070.png;{};2025-12-02 03:48:07.341595+00;2025-12-02 05:55:04.881286+00;professional
6396616b-fdf3-436d-b913-5b1f693b6905;Jonathan;Michael;Hayes;Jonathan Michael Hayes;Trading Post Owner;1870s;A shrewd merchant who operates a trading post serving both settler and native communities, walking a delicate line between two worlds. His business acumen and diplomatic skills make his establishment a neutral ground where diverse peoples can meet and trade in relative peace.;;elevenlabs;{};[];https://pvlqwxkgovjwqhpqnssl.supabase.co/storage/v1/object/public/actor-images/portraits/6396616b-fdf3-436d-b913-5b1f693b6905-1764647346558.png;{};2025-12-02 03:48:07.341595+00;2025-12-02 05:55:04.881286+00;professional
56e95beb-0d5f-49e8-b468-dc78942f0d54;Rebecca;Jane;Mitchell;Rebecca Jane Mitchell;Midwife;1880s;A compassionate and experienced woman who brings new life into the world under the most challenging circumstances imaginable, often with few supplies and no assistance. Her gentle hands and calm presence have welcomed hundreds of frontier babies and saved countless mothers from death in childbirth.;;elevenlabs;{};[];https://pvlqwxkgovjwqhpqnssl.supabase.co/storage/v1/object/public/actor-images/portraits/56e95beb-0d5f-49e8-b468-dc78942f0d54-1764647340022.png;{};2025-12-02 03:48:07.341595+00;2025-12-02 05:55:04.881286+00;professional
db7f666f-ad3f-48fb-ad1f-cdb28999e638;Sky;;Walker;Sky Walker;Pawnee Scout;1880s;A stunning twenty-three-year-old who scouts for her people, wearing practical yet beautiful fringed buckskin with bold patterns. Her keen eyes and graceful movements make her an excellent tracker.;;elevenlabs;{};[];;{};2025-12-02 03:54:20.587673+00;2025-12-02 05:55:04.881286+00;professional
9439b5fe-c7bd-4d36-95db-23b37c5b377b;Franklin;Theodore;Ross;Franklin Theodore Ross;Cavalry Scout;1870s;A military tracker employed by the U.S. Army to navigate the dangerous territories of the frontier, his knowledge of the land and ability to read signs makes him invaluable in military operations. His experiences have given him a complex view of the conflicts between settlers and native peoples.;;elevenlabs;{};[];https://pvlqwxkgovjwqhpqnssl.supabase.co/storage/v1/object/public/actor-images/portraits/9439b5fe-c7bd-4d36-95db-23b37c5b377b-1764647302285.png;{};2025-12-02 03:48:07.341595+00;2025-12-02 05:55:04.881286+00;professional
9719fdd7-6258-4058-9541-9fd19f341129;Martha;Ellen;Campbell;Martha Ellen Campbell;Hotel Proprietor;1880s;A welcoming hostess who runs the finest lodging establishment on the frontier, providing weary travelers with clean beds, hot meals, and a taste of civilized comfort in the wilderness. Her hotel serves as a social center where news is exchanged and deals are made over dinner.;;elevenlabs;{};[];https://pvlqwxkgovjwqhpqnssl.supabase.co/storage/v1/object/public/actor-images/portraits/9719fdd7-6258-4058-9541-9fd19f341129-1764647310397.png;{};2025-12-02 03:48:14.526438+00;2025-12-02 05:55:04.881286+00;professional
beb23065-57a9-44aa-9bbd-43e5ba6a0ac1;George;Washington;Turner;George Washington Turner;Stagecoach Driver;1870s;A fearless driver who pilots his stagecoach across treacherous routes, braving bandits, hostile warriors, and natural disasters to deliver passengers, mail, and freight to isolated communities. His skill with the reins and his steady nerve have saved his passengers from disaster countless times.;;elevenlabs;{};[];https://pvlqwxkgovjwqhpqnssl.supabase.co/storage/v1/object/public/actor-images/portraits/beb23065-57a9-44aa-9bbd-43e5ba6a0ac1-1764647307729.png;{};2025-12-02 03:48:14.526438+00;2025-12-02 05:55:04.881286+00;professional
c1f129ec-2eaf-47ab-8d48-2fef51b66219;Catherine;Marie;Hughes;Catherine Marie Hughes;Banker's Wife;1880s;A cultured and refined woman from Eastern society who is learning to adapt to the rougher realities of frontier life while maintaining her social graces. Her efforts to bring art, music, and sophisticated entertainment to the frontier help civilize the wild territories.;;elevenlabs;{};[];https://pvlqwxkgovjwqhpqnssl.supabase.co/storage/v1/object/public/actor-images/portraits/c1f129ec-2eaf-47ab-8d48-2fef51b66219-1764647312096.png;{};2025-12-02 03:48:14.526438+00;2025-12-02 05:55:04.881286+00;professional
b295bfbe-ad99-48c0-b4d1-8b9fd85613ad;Joshua;Benjamin;Foster;Joshua Benjamin Foster;Fur Trapper;1870s;A rugged mountain man who lives off the land in the most remote wilderness areas, trapping beaver, mink, and other animals for their valuable pelts. His self-reliant lifestyle and intimate knowledge of survival in harsh conditions make him a legend among those who know the mountains.;;elevenlabs;{};[];https://pvlqwxkgovjwqhpqnssl.supabase.co/storage/v1/object/public/actor-images/portraits/b295bfbe-ad99-48c0-b4d1-8b9fd85613ad-1764647312496.png;{};2025-12-02 03:48:14.526438+00;2025-12-02 05:55:04.881286+00;professional
7abd0587-9180-4769-a6df-b330b292c5d8;Emily;Victoria;Price;Emily Victoria Price;Orphanage Matron;1880s;A kind-hearted woman who dedicates her life to caring for children orphaned by the harsh realities of frontier life - disease, violence, accidents, and hardship. Her small orphanage provides shelter, education, and love to youngsters who have lost everything, giving them hope for a better future.;;elevenlabs;{};[];https://pvlqwxkgovjwqhpqnssl.supabase.co/storage/v1/object/public/actor-images/portraits/7abd0587-9180-4769-a6df-b330b292c5d8-1764647365017.png;{};2025-12-02 03:48:14.526438+00;2025-12-02 05:55:04.881286+00;professional
dd7fad9f-0c44-428e-b401-addd560fe773;Clara;Mae;Johnson;Clara Mae Johnson;Homesteader;1870s;A determined pioneer woman who stakes her claim to harsh and unforgiving land, working from dawn to dusk to break the soil, plant crops, and build a life for herself and her family. Her resilience and refusal to give up in the face of drought, locusts, and isolation embodies the homesteader spirit.;;elevenlabs;{};[];https://pvlqwxkgovjwqhpqnssl.supabase.co/storage/v1/object/public/actor-images/portraits/dd7fad9f-0c44-428e-b401-addd560fe773-1764647301273.png;{};2025-12-02 03:48:07.341595+00;2025-12-02 05:55:04.881286+00;professional
2aa86406-3ef0-4166-a4ca-1eef26945199;Robert;Lee;Anderson;Robert Lee Anderson;Frontier Doctor;1880s;A dedicated physician who brings modern medical knowledge to remote settlements where injuries and illness often meant certain death. With limited supplies and facilities, he performs miracles of healing through skill, improvisation, and sheer determination to save lives on the frontier.;;elevenlabs;{};[];https://pvlqwxkgovjwqhpqnssl.supabase.co/storage/v1/object/public/actor-images/portraits/2aa86406-3ef0-4166-a4ca-1eef26945199-1764647347999.png;{};2025-12-02 03:48:07.341595+00;2025-12-02 05:55:04.881286+00;professional
c024ac4a-6a67-485c-a0dc-086b884404cf;Butterfly;;Wing;Butterfly Wing;Blackfoot Maiden;1870s;An eighteen-year-old Blackfoot beauty whose elaborate dress features stunning geometric beadwork in traditional Blackfoot patterns. Her grace and skill in traditional crafts make her family proud.;;elevenlabs;{};[];;{};2025-12-02 03:55:09.714178+00;2025-12-02 05:55:04.881286+00;professional
8a124c27-f22b-490f-a8d1-61261cf6d849;Raven;;Song;Raven Song;Nez Perce Maiden;1880s;A captivating twenty-two-year-old whose traditional Nez Perce dress is adorned with intricate cornhusk bags and beadwork. Her voice in song is as beautiful as her appearance.;;elevenlabs;{};[];;{};2025-12-02 03:55:09.714178+00;2025-12-02 05:55:04.881286+00;professional
f6af1824-6941-4192-a09c-1cc858b711f2;Abigail;Grace;Harper;Abigail Grace Harper;Seamstress;1880s;A skilled craftswoman whose needle and thread are essential to maintaining the clothing and dignity of frontier town residents. Her shop is not just a place of business but a social hub where women gather to share news, gossip, and support in the challenging frontier environment.;;elevenlabs;{};[];https://pvlqwxkgovjwqhpqnssl.supabase.co/storage/v1/object/public/actor-images/portraits/f6af1824-6941-4192-a09c-1cc858b711f2-1764647349486.png;{};2025-12-02 03:48:07.341595+00;2025-12-02 05:55:04.881286+00;professional
ed3eb823-944c-4447-add1-228243973cbf;Singing;;River;Singing River;Cherokee Healer;1880s;A wise woman deeply skilled in the natural medicine traditions of the Cherokee people, using herbs, roots, and sacred rituals to heal both body and spirit. Her gentle presence brings comfort to the sick and injured, and her knowledge of healing plants is encyclopedic.;;elevenlabs;{};[];https://pvlqwxkgovjwqhpqnssl.supabase.co/storage/v1/object/public/actor-images/portraits/ed3eb823-944c-4447-add1-228243973cbf-1764647602694.png;{};2025-12-02 03:47:52.208018+00;2025-12-02 05:55:04.881286+00;professional
e1ba9045-d52c-4f52-85a5-3a66a82f2ca8;William;Henry;Davies;William Henry Davies;Railroad Worker;1870s;A tough and hardworking laborer whose sweat and blood are literally building the iron rails that will connect the nation from coast to coast. The dangerous work has claimed many of his friends, but he perseveres, driven by dreams of a better future and pride in his contribution to progress.;;elevenlabs;{};[];https://pvlqwxkgovjwqhpqnssl.supabase.co/storage/v1/object/public/actor-images/portraits/e1ba9045-d52c-4f52-85a5-3a66a82f2ca8-1764647610270.png;{};2025-12-02 03:47:52.208018+00;2025-12-02 05:55:04.881286+00;professional
9b03170c-e4ea-4b80-b734-4e09e3dc78e0;Cloud;;Dancer;Cloud Dancer;Shoshone Guide;1880s;At twenty-four, she guides travelers through mountain passes, wearing practical fringed buckskin adorned with colorful beadwork. Her beauty and mountain skills make her services highly sought after.;;elevenlabs;{};[];;{};2025-12-02 03:54:20.587673+00;2025-12-02 05:55:04.881286+00;professional
f3cfeccc-fb50-4547-840b-9f3a3babe092;Pine;;Song;Pine Song;Ute Maiden;1870s;A captivating twenty-one-year-old Ute woman whose traditional dress is decorated with intricate beadwork and long fringe. Her family maintains the mountain traditions of their people.;;elevenlabs;{};[];;{};2025-12-02 03:54:20.587673+00;2025-12-02 05:55:04.881286+00;professional
125f9ec9-614a-49e3-bf6f-19041b8a8e66;Winter;;Rose;Winter Rose;Ute Tracker;1880s;At twenty-six, she is one of the finest trackers in the mountains, wearing practical buckskin adorned with geometric patterns and carrying herself with quiet confidence that matches her beauty.;;elevenlabs;{};[];;{};2025-12-02 03:54:20.587673+00;2025-12-02 05:55:04.881286+00;professional
87a00b50-6698-44b2-9be7-81c3d92336c2;Valley;;Flower;Valley Flower;Ute Gatherer;1870s;A beautiful twenty-four-year-old who knows every edible plant and medicinal herb in the mountains, wearing traditional Ute clothing decorated with natural dyes and beadwork that reflects the colors of her homeland.;;elevenlabs;{};[];;{};2025-12-02 03:54:20.587673+00;2025-12-02 05:55:04.881286+00;professional
31ea4d9f-2213-4486-929b-4c2f05daadb7;Tall;;Bear;Tall Bear;Lakota Hunter;1880s;At twenty-eight, he is renowned for his hunting skills and striking appearance, wearing traditional buckskin adorned with quillwork and carrying a bow made by his own hands. His prowess provides for many families.;;elevenlabs;{};[];https://pvlqwxkgovjwqhpqnssl.supabase.co/storage/v1/object/public/actor-images/portraits/31ea4d9f-2213-4486-929b-4c2f05daadb7-1764648097004.png;{};2025-12-02 03:54:38.310426+00;2025-12-02 05:55:04.881286+00;professional
3d5be426-e681-4795-b8b2-cee7c6f0d4e1;Fast;;Horse;Fast Horse;Lakota Scout;1870s;A twenty-three-year-old whose speed and skill on horseback are legendary, wearing practical warrior clothing decorated with paint and feathers. His scouting abilities have saved his people from many dangers.;;elevenlabs;{};[];https://pvlqwxkgovjwqhpqnssl.supabase.co/storage/v1/object/public/actor-images/portraits/3d5be426-e681-4795-b8b2-cee7c6f0d4e1-1764648098100.png;{};2025-12-02 03:54:38.310426+00;2025-12-02 05:55:04.881286+00;professional
8247bdb4-982b-4fca-ba85-88542f8d3feb;Iron;;Hawk;Iron Hawk;Cheyenne Warrior;1880s;A powerful nineteen-year-old warrior whose war paint and regalia strike fear in enemies, wearing traditional Cheyenne warrior dress with brass ornaments and eagle feathers earned in battle.;;elevenlabs;{};[];;{};2025-12-02 03:54:38.310426+00;2025-12-02 05:55:04.881286+00;professional
aab3f2bc-14a4-4778-b505-15a4e7cca62e;Night;;Hawk;Night Hawk;Cheyenne Scout;1880s;A stealthy twenty-four-year-old scout whose ability to move unseen has saved many lives, wearing dark buckskin with minimal decoration for stealth, his sharp eyes missing nothing.;;elevenlabs;{};[];;{};2025-12-02 03:54:38.310426+00;2025-12-02 05:55:04.881286+00;professional
181a01dc-ae89-48ea-8551-f4e94f693d7c;Running;;Coyote;Running Coyote;Apache Warrior;1870s;A fierce twenty-seven-year-old Apache fighter known for his cunning and bravery, wearing traditional Apache warrior attire with red cloth headband and brass ornaments, his presence commands respect.;;elevenlabs;{};[];;{};2025-12-02 03:54:38.310426+00;2025-12-02 05:55:04.881286+00;professional
5d19ee14-50df-4732-a68f-44f13e2959bb;Stone;;Wolf;Stone Wolf;Apache Scout;1880s;At twenty-two, he is already legendary for his tracking skills, wearing practical buckskin and moccasins, able to read signs that others miss and move through terrain like a ghost.;;elevenlabs;{};[];;{};2025-12-02 03:54:38.310426+00;2025-12-02 05:55:04.881286+00;professional
c260f9c3-b32e-4508-a0c4-a7b76ffe5e7d;Thunder;;Cloud;Thunder Cloud;Apache Hunter;1870s;A skilled twenty-five-year-old hunter whose knowledge of the desert and mountains keeps his people fed, wearing simple but functional Apache clothing that allows him to move swiftly through harsh terrain.;;elevenlabs;{};[];;{};2025-12-02 03:54:38.310426+00;2025-12-02 05:55:04.881286+00;professional
4fe97beb-c2b7-433f-af74-feba5e8179c1;Painted;;Sky;Painted Sky;Arikara Maiden;1870s;A stunning nineteen-year-old Arikara woman whose dress features elaborate earth-toned beadwork and fringe. She helps maintain the agricultural traditions of her people.;;elevenlabs;{};[];;{};2025-12-02 03:55:09.714178+00;2025-12-02 05:55:04.881286+00;professional
